"","Name","Area","FIPS","Sector","Year","POW"
"1022","Louisiana","EastFeliciana",22037,"Manufacturing",2002,433
"1023","Louisiana","EastFeliciana",22037,"Trade~ Transportation~ and Utilities",2002,547
"1024","Louisiana","EastFeliciana",22037,"Financial Activities",2002,129
"1025","Louisiana","EastFeliciana",22037,"Professional and Business Services",2002,70
"1026","Louisiana","EastFeliciana",22037,"Education and Health Services",2002,490
"1027","Louisiana","EastFeliciana",22037,"Leisure and Hospitality",2002,121
"1028","Louisiana","EastFeliciana",22037,"Other Services",2002,127
"1029","Louisiana","EastFeliciana",22037,"Natural Resources and Mining",2003,69
"1030","Louisiana","EastFeliciana",22037,"Construction",2003,116
"1031","Louisiana","EastFeliciana",22037,"Manufacturing",2003,375
"1032","Louisiana","EastFeliciana",22037,"Trade~ Transportation~ and Utilities",2003,556
"1033","Louisiana","EastFeliciana",22037,"Information",2003,7
"1034","Louisiana","EastFeliciana",22037,"Financial Activities",2003,137
"1035","Louisiana","EastFeliciana",22037,"Professional and Business Services",2003,73
"1036","Louisiana","EastFeliciana",22037,"Education and Health Services",2003,518
"1037","Louisiana","EastFeliciana",22037,"Leisure and Hospitality",2003,116
"1038","Louisiana","EastFeliciana",22037,"Other Services",2003,100
"1039","Louisiana","EastFeliciana",22037,"Natural Resources and Mining",2004,56
"1040","Louisiana","EastFeliciana",22037,"Construction",2004,98
"1041","Louisiana","EastFeliciana",22037,"Manufacturing",2004,411
"1042","Louisiana","EastFeliciana",22037,"Trade~ Transportation~ and Utilities",2004,515
"1043","Louisiana","EastFeliciana",22037,"Information",2004,8
"1044","Louisiana","EastFeliciana",22037,"Financial Activities",2004,125
"1045","Louisiana","EastFeliciana",22037,"Professional and Business Services",2004,85
"1046","Louisiana","EastFeliciana",22037,"Education and Health Services",2004,575
"1047","Louisiana","EastFeliciana",22037,"Leisure and Hospitality",2004,125
"1048","Louisiana","EastFeliciana",22037,"Other Services",2004,104
"1049","Louisiana","EastFeliciana",22037,"Natural Resources and Mining",2005,58
"1050","Louisiana","EastFeliciana",22037,"Construction",2005,107
"1051","Louisiana","EastFeliciana",22037,"Manufacturing",2005,359
"1052","Louisiana","EastFeliciana",22037,"Trade~ Transportation~ and Utilities",2005,503
"1053","Louisiana","EastFeliciana",22037,"Information",2005,9
"1054","Louisiana","EastFeliciana",22037,"Financial Activities",2005,137
"1055","Louisiana","EastFeliciana",22037,"Professional and Business Services",2005,108
"1056","Louisiana","EastFeliciana",22037,"Education and Health Services",2005,606
"1057","Louisiana","EastFeliciana",22037,"Leisure and Hospitality",2005,135
"1058","Louisiana","EastFeliciana",22037,"Other Services",2005,108
"1059","Louisiana","EastFeliciana",22037,"Natural Resources and Mining",2006,52
"1060","Louisiana","EastFeliciana",22037,"Construction",2006,93
"1061","Louisiana","EastFeliciana",22037,"Manufacturing",2006,361
"1062","Louisiana","EastFeliciana",22037,"Trade~ Transportation~ and Utilities",2006,530
"1063","Louisiana","EastFeliciana",22037,"Information",2006,7
"1064","Louisiana","EastFeliciana",22037,"Financial Activities",2006,133
"1065","Louisiana","EastFeliciana",22037,"Professional and Business Services",2006,96
"1066","Louisiana","EastFeliciana",22037,"Education and Health Services",2006,585
"1067","Louisiana","EastFeliciana",22037,"Leisure and Hospitality",2006,195
"1068","Louisiana","EastFeliciana",22037,"Other Services",2006,121
"1069","Louisiana","EastFeliciana",22037,"Natural Resources and Mining",2007,52
"1070","Louisiana","EastFeliciana",22037,"Construction",2007,131
"1071","Louisiana","EastFeliciana",22037,"Manufacturing",2007,380
"1072","Louisiana","EastFeliciana",22037,"Trade~ Transportation~ and Utilities",2007,615
"1073","Louisiana","EastFeliciana",22037,"Information",2007,6
"1074","Louisiana","EastFeliciana",22037,"Financial Activities",2007,134
"1075","Louisiana","EastFeliciana",22037,"Professional and Business Services",2007,120
"1076","Louisiana","EastFeliciana",22037,"Education and Health Services",2007,652
"1077","Louisiana","EastFeliciana",22037,"Leisure and Hospitality",2007,291
"1078","Louisiana","EastFeliciana",22037,"Other Services",2007,131
"1079","Louisiana","Iberia",22045,"Natural Resources and Mining",2001,4105
"1080","Louisiana","Iberia",22045,"Construction",2001,2358
"1081","Louisiana","Iberia",22045,"Manufacturing",2001,4385
"1082","Louisiana","Iberia",22045,"Trade~ Transportation~ and Utilities",2001,6145
"1083","Louisiana","Iberia",22045,"Information",2001,230
"1084","Louisiana","Iberia",22045,"Financial Activities",2001,1851
"1085","Louisiana","Iberia",22045,"Professional and Business Services",2001,2022
"1086","Louisiana","Iberia",22045,"Education and Health Services",2001,2353
"1087","Louisiana","Iberia",22045,"Leisure and Hospitality",2001,1736
"1088","Louisiana","Iberia",22045,"Other Services",2001,867
"1089","Louisiana","Iberia",22045,"Natural Resources and Mining",2002,3654
"1090","Louisiana","Iberia",22045,"Construction",2002,2611
"1091","Louisiana","Iberia",22045,"Manufacturing",2002,4473
"1092","Louisiana","Iberia",22045,"Trade~ Transportation~ and Utilities",2002,6734
"1093","Louisiana","Iberia",22045,"Information",2002,234
"1094","Louisiana","Iberia",22045,"Financial Activities",2002,1577
"1095","Louisiana","Iberia",22045,"Professional and Business Services",2002,1700
"1096","Louisiana","Iberia",22045,"Education and Health Services",2002,2310
"1097","Louisiana","Iberia",22045,"Leisure and Hospitality",2002,1713
"1098","Louisiana","Iberia",22045,"Other Services",2002,848
"1099","Louisiana","Iberia",22045,"Natural Resources and Mining",2003,3221
"1100","Louisiana","Iberia",22045,"Construction",2003,3090
"1101","Louisiana","Iberia",22045,"Manufacturing",2003,4320
"1102","Louisiana","Iberia",22045,"Trade~ Transportation~ and Utilities",2003,6788
"1103","Louisiana","Iberia",22045,"Information",2003,191
"1104","Louisiana","Iberia",22045,"Financial Activities",2003,1902
"1105","Louisiana","Iberia",22045,"Professional and Business Services",2003,2208
"1106","Louisiana","Iberia",22045,"Education and Health Services",2003,2595
"1107","Louisiana","Iberia",22045,"Leisure and Hospitality",2003,1859
"1108","Louisiana","Iberia",22045,"Other Services",2003,1030
"1109","Louisiana","Iberia",22045,"Natural Resources and Mining",2004,3776
"1110","Louisiana","Iberia",22045,"Construction",2004,2946
"1111","Louisiana","Iberia",22045,"Manufacturing",2004,3710
"1112","Louisiana","Iberia",22045,"Trade~ Transportation~ and Utilities",2004,6684
"1113","Louisiana","Iberia",22045,"Information",2004,174
"1114","Louisiana","Iberia",22045,"Financial Activities",2004,1875
"1115","Louisiana","Iberia",22045,"Professional and Business Services",2004,2061
"1116","Louisiana","Iberia",22045,"Education and Health Services",2004,2562
"1117","Louisiana","Iberia",22045,"Leisure and Hospitality",2004,1823
"1118","Louisiana","Iberia",22045,"Other Services",2004,983
"1119","Louisiana","Iberia",22045,"Natural Resources and Mining",2005,3783
"1120","Louisiana","Iberia",22045,"Construction",2005,3240
"1121","Louisiana","Iberia",22045,"Manufacturing",2005,4423
"1122","Louisiana","Iberia",22045,"Trade~ Transportation~ and Utilities",2005,6792
"1123","Louisiana","Iberia",22045,"Information",2005,169
"1124","Louisiana","Iberia",22045,"Financial Activities",2005,1947
"1125","Louisiana","Iberia",22045,"Professional and Business Services",2005,2172
"1126","Louisiana","Iberia",22045,"Education and Health Services",2005,2906
"1127","Louisiana","Iberia",22045,"Leisure and Hospitality",2005,1880
"1128","Louisiana","Iberia",22045,"Other Services",2005,1183
"1129","Louisiana","Iberia",22045,"Natural Resources and Mining",2006,4036
"1130","Louisiana","Iberia",22045,"Construction",2006,3466
"1131","Louisiana","Iberia",22045,"Manufacturing",2006,4620
"1132","Louisiana","Iberia",22045,"Trade~ Transportation~ and Utilities",2006,7300
"1133","Louisiana","Iberia",22045,"Information",2006,153
"1134","Louisiana","Iberia",22045,"Financial Activities",2006,2032
"1135","Louisiana","Iberia",22045,"Professional and Business Services",2006,2842
"1136","Louisiana","Iberia",22045,"Education and Health Services",2006,2848
"1137","Louisiana","Iberia",22045,"Leisure and Hospitality",2006,1978
"1138","Louisiana","Iberia",22045,"Other Services",2006,1284
"1139","Louisiana","Iberia",22045,"Natural Resources and Mining",2007,3458
"1140","Louisiana","Iberia",22045,"Construction",2007,3081
"1141","Louisiana","Iberia",22045,"Manufacturing",2007,4883
"1142","Louisiana","Iberia",22045,"Trade~ Transportation~ and Utilities",2007,7299
"1143","Louisiana","Iberia",22045,"Information",2007,154
"1144","Louisiana","Iberia",22045,"Financial Activities",2007,2030
"1145","Louisiana","Iberia",22045,"Professional and Business Services",2007,2980
"1146","Louisiana","Iberia",22045,"Education and Health Services",2007,3053
"1147","Louisiana","Iberia",22045,"Leisure and Hospitality",2007,1950
"1148","Louisiana","Iberia",22045,"Other Services",2007,1331
"1149","Louisiana","Iberville",22047,"Natural Resources and Mining",2001,280
"1150","Louisiana","Iberville",22047,"Construction",2001,1262
"1151","Louisiana","Iberville",22047,"Manufacturing",2001,3803
"1152","Louisiana","Iberville",22047,"Trade~ Transportation~ and Utilities",2001,2403
"1153","Louisiana","Iberville",22047,"Information",2001,128
"1154","Louisiana","Iberville",22047,"Financial Activities",2001,327
"1155","Louisiana","Iberville",22047,"Professional and Business Services",2001,1202
"1156","Louisiana","Iberville",22047,"Education and Health Services",2001,855
"1157","Louisiana","Iberville",22047,"Leisure and Hospitality",2001,524
"1158","Louisiana","Iberville",22047,"Other Services",2001,116
"1159","Louisiana","Iberville",22047,"Natural Resources and Mining",2002,229
"1160","Louisiana","Iberville",22047,"Construction",2002,1232
"1161","Louisiana","Iberville",22047,"Manufacturing",2002,3979
"1162","Louisiana","Iberville",22047,"Trade~ Transportation~ and Utilities",2002,2507
"1163","Louisiana","Iberville",22047,"Information",2002,99
"1164","Louisiana","Iberville",22047,"Financial Activities",2002,330
"1165","Louisiana","Iberville",22047,"Professional and Business Services",2002,1111
"1166","Louisiana","Iberville",22047,"Education and Health Services",2002,930
"1167","Louisiana","Iberville",22047,"Leisure and Hospitality",2002,535
"1168","Louisiana","Iberville",22047,"Other Services",2002,201
"1169","Louisiana","Iberville",22047,"Natural Resources and Mining",2003,237
"1170","Louisiana","Iberville",22047,"Construction",2003,791
"1171","Louisiana","Iberville",22047,"Manufacturing",2003,3897
"1172","Louisiana","Iberville",22047,"Trade~ Transportation~ and Utilities",2003,2618
"1173","Louisiana","Iberville",22047,"Information",2003,106
"1174","Louisiana","Iberville",22047,"Financial Activities",2003,328
"1175","Louisiana","Iberville",22047,"Professional and Business Services",2003,1122
"1176","Louisiana","Iberville",22047,"Education and Health Services",2003,993
"1177","Louisiana","Iberville",22047,"Leisure and Hospitality",2003,533
"1178","Louisiana","Iberville",22047,"Other Services",2003,170
"1179","Louisiana","Iberville",22047,"Natural Resources and Mining",2004,296
"1180","Louisiana","Iberville",22047,"Construction",2004,853
"1181","Louisiana","Iberville",22047,"Manufacturing",2004,3706
"1182","Louisiana","Iberville",22047,"Trade~ Transportation~ and Utilities",2004,2523
"1183","Louisiana","Iberville",22047,"Information",2004,100
"1184","Louisiana","Iberville",22047,"Financial Activities",2004,366
"1185","Louisiana","Iberville",22047,"Professional and Business Services",2004,1058
"1186","Louisiana","Iberville",22047,"Education and Health Services",2004,997
"1187","Louisiana","Iberville",22047,"Leisure and Hospitality",2004,515
"1188","Louisiana","Iberville",22047,"Other Services",2004,170
"1189","Louisiana","Iberville",22047,"Natural Resources and Mining",2005,296
"1190","Louisiana","Iberville",22047,"Construction",2005,1063
"1191","Louisiana","Iberville",22047,"Manufacturing",2005,3635
"1192","Louisiana","Iberville",22047,"Trade~ Transportation~ and Utilities",2005,2538
"1193","Louisiana","Iberville",22047,"Information",2005,95
"1194","Louisiana","Iberville",22047,"Financial Activities",2005,367
"1195","Louisiana","Iberville",22047,"Professional and Business Services",2005,937
"1196","Louisiana","Iberville",22047,"Education and Health Services",2005,890
"1197","Louisiana","Iberville",22047,"Leisure and Hospitality",2005,478
"1198","Louisiana","Iberville",22047,"Other Services",2005,165
"1199","Louisiana","Iberville",22047,"Natural Resources and Mining",2006,285
"1200","Louisiana","Iberville",22047,"Construction",2006,1300
"1201","Louisiana","Iberville",22047,"Manufacturing",2006,3638
"1202","Louisiana","Iberville",22047,"Trade~ Transportation~ and Utilities",2006,2373
"1203","Louisiana","Iberville",22047,"Information",2006,94
"1204","Louisiana","Iberville",22047,"Financial Activities",2006,384
"1205","Louisiana","Iberville",22047,"Professional and Business Services",2006,861
"1206","Louisiana","Iberville",22047,"Education and Health Services",2006,854
"1207","Louisiana","Iberville",22047,"Leisure and Hospitality",2006,529
"1208","Louisiana","Iberville",22047,"Other Services",2006,96
"1209","Louisiana","Iberville",22047,"Natural Resources and Mining",2007,340
"1210","Louisiana","Iberville",22047,"Construction",2007,1227
"1211","Louisiana","Iberville",22047,"Manufacturing",2007,3919
"1212","Louisiana","Iberville",22047,"Trade~ Transportation~ and Utilities",2007,2518
"1213","Louisiana","Iberville",22047,"Information",2007,86
"1214","Louisiana","Iberville",22047,"Financial Activities",2007,456
"1215","Louisiana","Iberville",22047,"Professional and Business Services",2007,856
"1216","Louisiana","Iberville",22047,"Education and Health Services",2007,846
"1217","Louisiana","Iberville",22047,"Leisure and Hospitality",2007,500
"1218","Louisiana","Iberville",22047,"Other Services",2007,209
"1219","Louisiana","Jefferson",22051,"Natural Resources and Mining",2001,2516
"1220","Louisiana","Jefferson",22051,"Construction",2001,14270
"1221","Louisiana","Jefferson",22051,"Manufacturing",2001,16823
"1222","Louisiana","Jefferson",22051,"Trade~ Transportation~ and Utilities",2001,54664
"1223","Louisiana","Jefferson",22051,"Information",2001,3975
"1224","Louisiana","Jefferson",22051,"Financial Activities",2001,14121
"1225","Louisiana","Jefferson",22051,"Professional and Business Services",2001,29064
"1226","Louisiana","Jefferson",22051,"Education and Health Services",2001,20196
"1227","Louisiana","Jefferson",22051,"Leisure and Hospitality",2001,25997
"1228","Louisiana","Jefferson",22051,"Other Services",2001,6919
"1229","Mississippi","Jefferson",22051,"Natural Resources and Mining",2001,58
"1230","Mississippi","Jefferson",22051,"Trade~ Transportation~ and Utilities",2001,190
"1231","Mississippi","Jefferson",22051,"Professional and Business Services",2001,56
"1232","Mississippi","Jefferson",22051,"Education and Health Services",2001,121
"1233","Mississippi","Jefferson",22051,"Other Services",2001,5
"1234","Louisiana","Jefferson",22051,"Natural Resources and Mining",2002,2409
"1235","Louisiana","Jefferson",22051,"Construction",2002,13509
"1236","Louisiana","Jefferson",22051,"Manufacturing",2002,18441
"1237","Louisiana","Jefferson",22051,"Trade~ Transportation~ and Utilities",2002,53576
"1238","Louisiana","Jefferson",22051,"Information",2002,3510
"1239","Louisiana","Jefferson",22051,"Financial Activities",2002,13742
"1240","Louisiana","Jefferson",22051,"Professional and Business Services",2002,28016
"1241","Louisiana","Jefferson",22051,"Education and Health Services",2002,21195
"1242","Louisiana","Jefferson",22051,"Leisure and Hospitality",2002,25201
"1243","Louisiana","Jefferson",22051,"Other Services",2002,6921
"1244","Mississippi","Jefferson",22051,"Natural Resources and Mining",2002,78
"1245","Mississippi","Jefferson",22051,"Trade~ Transportation~ and Utilities",2002,194
"1246","Mississippi","Jefferson",22051,"Financial Activities",2002,25
"1247","Mississippi","Jefferson",22051,"Professional and Business Services",2002,68
"1248","Mississippi","Jefferson",22051,"Education and Health Services",2002,123
"1249","Mississippi","Jefferson",22051,"Other Services",2002,10
"1250","Louisiana","Jefferson",22051,"Natural Resources and Mining",2003,2378
"1251","Louisiana","Jefferson",22051,"Construction",2003,13986
"1252","Louisiana","Jefferson",22051,"Manufacturing",2003,18402
"1253","Louisiana","Jefferson",22051,"Trade~ Transportation~ and Utilities",2003,54208
"1254","Louisiana","Jefferson",22051,"Information",2003,3367
"1255","Louisiana","Jefferson",22051,"Financial Activities",2003,14148
"1256","Louisiana","Jefferson",22051,"Professional and Business Services",2003,28304
"1257","Louisiana","Jefferson",22051,"Education and Health Services",2003,23040
"1258","Louisiana","Jefferson",22051,"Leisure and Hospitality",2003,25290
"1259","Louisiana","Jefferson",22051,"Other Services",2003,6852
"1260","Mississippi","Jefferson",22051,"Natural Resources and Mining",2003,73
"1261","Mississippi","Jefferson",22051,"Trade~ Transportation~ and Utilities",2003,196
"1262","Mississippi","Jefferson",22051,"Professional and Business Services",2003,56
"1263","Mississippi","Jefferson",22051,"Education and Health Services",2003,138
"1264","Mississippi","Jefferson",22051,"Other Services",2003,5
"1265","Louisiana","Jefferson",22051,"Natural Resources and Mining",2004,2224
"1266","Louisiana","Jefferson",22051,"Construction",2004,13644
"1267","Louisiana","Jefferson",22051,"Manufacturing",2004,17962
"1268","Louisiana","Jefferson",22051,"Trade~ Transportation~ and Utilities",2004,53830
"1269","Louisiana","Jefferson",22051,"Information",2004,3434
"1270","Louisiana","Jefferson",22051,"Financial Activities",2004,14465
"1271","Louisiana","Jefferson",22051,"Professional and Business Services",2004,28662
"1272","Louisiana","Jefferson",22051,"Education and Health Services",2004,23761
"1273","Louisiana","Jefferson",22051,"Leisure and Hospitality",2004,26143
"1274","Louisiana","Jefferson",22051,"Other Services",2004,6695
"1275","Mississippi","Jefferson",22051,"Trade~ Transportation~ and Utilities",2004,193
"1276","Mississippi","Jefferson",22051,"Professional and Business Services",2004,58
"1277","Mississippi","Jefferson",22051,"Education and Health Services",2004,134
"1278","Mississippi","Jefferson",22051,"Leisure and Hospitality",2004,7
"1279","Mississippi","Jefferson",22051,"Other Services",2004,5
"1280","Louisiana","Jefferson",22051,"Natural Resources and Mining",2005,2038
"1281","Louisiana","Jefferson",22051,"Construction",2005,12107
"1282","Louisiana","Jefferson",22051,"Manufacturing",2005,14493
"1283","Louisiana","Jefferson",22051,"Trade~ Transportation~ and Utilities",2005,42179
"1284","Louisiana","Jefferson",22051,"Information",2005,2532
"1285","Louisiana","Jefferson",22051,"Financial Activities",2005,12681
"1286","Louisiana","Jefferson",22051,"Professional and Business Services",2005,23109
"1287","Louisiana","Jefferson",22051,"Education and Health Services",2005,18200
"1288","Louisiana","Jefferson",22051,"Leisure and Hospitality",2005,16260
"1289","Louisiana","Jefferson",22051,"Other Services",2005,4425
"1290","Mississippi","Jefferson",22051,"Trade~ Transportation~ and Utilities",2005,187
"1291","Mississippi","Jefferson",22051,"Financial Activities",2005,22
"1292","Mississippi","Jefferson",22051,"Professional and Business Services",2005,38
"1293","Mississippi","Jefferson",22051,"Education and Health Services",2005,137
"1294","Mississippi","Jefferson",22051,"Other Services",2005,6
"1295","Louisiana","Jefferson",22051,"Natural Resources and Mining",2006,2136
"1296","Louisiana","Jefferson",22051,"Construction",2006,14301
"1297","Louisiana","Jefferson",22051,"Manufacturing",2006,15637
"1298","Louisiana","Jefferson",22051,"Trade~ Transportation~ and Utilities",2006,50874
"1299","Louisiana","Jefferson",22051,"Information",2006,2557
"1300","Louisiana","Jefferson",22051,"Financial Activities",2006,12454
"1301","Louisiana","Jefferson",22051,"Professional and Business Services",2006,27261
"1302","Louisiana","Jefferson",22051,"Education and Health Services",2006,22044
"1303","Louisiana","Jefferson",22051,"Leisure and Hospitality",2006,21865
"1304","Louisiana","Jefferson",22051,"Other Services",2006,5498
"1305","Mississippi","Jefferson",22051,"Trade~ Transportation~ and Utilities",2006,195
"1306","Mississippi","Jefferson",22051,"Professional and Business Services",2006,44
"1307","Mississippi","Jefferson",22051,"Education and Health Services",2006,150
"1308","Louisiana","Jefferson",22051,"Natural Resources and Mining",2007,2376
"1309","Louisiana","Jefferson",22051,"Construction",2007,14594
"1310","Louisiana","Jefferson",22051,"Manufacturing",2007,15344
"1311","Louisiana","Jefferson",22051,"Trade~ Transportation~ and Utilities",2007,51977
"1312","Louisiana","Jefferson",22051,"Information",2007,2777
"1313","Louisiana","Jefferson",22051,"Financial Activities",2007,12752
"1314","Louisiana","Jefferson",22051,"Professional and Business Services",2007,27761
"1315","Louisiana","Jefferson",22051,"Education and Health Services",2007,22682
"1316","Louisiana","Jefferson",22051,"Leisure and Hospitality",2007,21968
"1317","Louisiana","Jefferson",22051,"Other Services",2007,5707
"1318","Mississippi","Jefferson",22051,"Trade~ Transportation~ and Utilities",2007,195
"1319","Mississippi","Jefferson",22051,"Financial Activities",2007,31
"1320","Mississippi","Jefferson",22051,"Professional and Business Services",2007,52
"1321","Mississippi","Jefferson",22051,"Education and Health Services",2007,155
"1322","Louisiana","Lafourche",22057,"Natural Resources and Mining",2001,1187
"1323","Louisiana","Lafourche",22057,"Construction",2001,1405
"1324","Louisiana","Lafourche",22057,"Manufacturing",2001,3201
"1325","Louisiana","Lafourche",22057,"Trade~ Transportation~ and Utilities",2001,8876
"1326","Louisiana","Lafourche",22057,"Information",2001,393
"1327","Louisiana","Lafourche",22057,"Financial Activities",2001,2295
"1328","Louisiana","Lafourche",22057,"Professional and Business Services",2001,2794
"1329","Louisiana","Lafourche",22057,"Education and Health Services",2001,1489
"1330","Louisiana","Lafourche",22057,"Leisure and Hospitality",2001,2015
"1331","Louisiana","Lafourche",22057,"Other Services",2001,520
"1332","Louisiana","Lafourche",22057,"Natural Resources and Mining",2002,1111
"1333","Louisiana","Lafourche",22057,"Construction",2002,1474
"1334","Louisiana","Lafourche",22057,"Manufacturing",2002,3200
"1335","Louisiana","Lafourche",22057,"Trade~ Transportation~ and Utilities",2002,9018
"1336","Louisiana","Lafourche",22057,"Information",2002,387
"1337","Louisiana","Lafourche",22057,"Financial Activities",2002,2355
"1338","Louisiana","Lafourche",22057,"Professional and Business Services",2002,3837
"1339","Louisiana","Lafourche",22057,"Education and Health Services",2002,1505
"1340","Louisiana","Lafourche",22057,"Leisure and Hospitality",2002,2018
"1341","Louisiana","Lafourche",22057,"Other Services",2002,513
"1342","Louisiana","Lafourche",22057,"Natural Resources and Mining",2003,1055
"1343","Louisiana","Lafourche",22057,"Construction",2003,1508
"1344","Louisiana","Lafourche",22057,"Manufacturing",2003,2893
"1345","Louisiana","Lafourche",22057,"Trade~ Transportation~ and Utilities",2003,9145
"1346","Louisiana","Lafourche",22057,"Information",2003,388
"1347","Louisiana","Lafourche",22057,"Financial Activities",2003,2367
"1348","Louisiana","Lafourche",22057,"Professional and Business Services",2003,4510
"1349","Louisiana","Lafourche",22057,"Education and Health Services",2003,1992
"1350","Louisiana","Lafourche",22057,"Leisure and Hospitality",2003,2052
"1351","Louisiana","Lafourche",22057,"Other Services",2003,574
"1352","Louisiana","Lafourche",22057,"Natural Resources and Mining",2004,1060
"1353","Louisiana","Lafourche",22057,"Construction",2004,1389
"1354","Louisiana","Lafourche",22057,"Manufacturing",2004,2407
"1355","Louisiana","Lafourche",22057,"Trade~ Transportation~ and Utilities",2004,8761
"1356","Louisiana","Lafourche",22057,"Information",2004,329
"1357","Louisiana","Lafourche",22057,"Financial Activities",2004,2272
"1358","Louisiana","Lafourche",22057,"Professional and Business Services",2004,4185
"1359","Louisiana","Lafourche",22057,"Education and Health Services",2004,2090
"1360","Louisiana","Lafourche",22057,"Leisure and Hospitality",2004,2265
"1361","Louisiana","Lafourche",22057,"Other Services",2004,581
"1362","Louisiana","Lafourche",22057,"Natural Resources and Mining",2005,899
"1363","Louisiana","Lafourche",22057,"Construction",2005,1658
"1364","Louisiana","Lafourche",22057,"Manufacturing",2005,2746
"1365","Louisiana","Lafourche",22057,"Trade~ Transportation~ and Utilities",2005,9430
"1366","Louisiana","Lafourche",22057,"Information",2005,271
"1367","Louisiana","Lafourche",22057,"Financial Activities",2005,2359
"1368","Louisiana","Lafourche",22057,"Professional and Business Services",2005,4425
"1369","Louisiana","Lafourche",22057,"Education and Health Services",2005,2210
"1370","Louisiana","Lafourche",22057,"Leisure and Hospitality",2005,2184
"1371","Louisiana","Lafourche",22057,"Other Services",2005,624
"1372","Louisiana","Lafourche",22057,"Natural Resources and Mining",2006,1028
"1373","Louisiana","Lafourche",22057,"Construction",2006,2033
"1374","Louisiana","Lafourche",22057,"Manufacturing",2006,3278
"1375","Louisiana","Lafourche",22057,"Trade~ Transportation~ and Utilities",2006,10826
"1376","Louisiana","Lafourche",22057,"Information",2006,276
"1377","Louisiana","Lafourche",22057,"Financial Activities",2006,2449
"1378","Louisiana","Lafourche",22057,"Professional and Business Services",2006,3993
"1379","Louisiana","Lafourche",22057,"Education and Health Services",2006,2479
"1380","Louisiana","Lafourche",22057,"Leisure and Hospitality",2006,2396
"1381","Louisiana","Lafourche",22057,"Other Services",2006,578
"1382","Louisiana","Lafourche",22057,"Natural Resources and Mining",2007,1123
"1383","Louisiana","Lafourche",22057,"Construction",2007,1975
"1384","Louisiana","Lafourche",22057,"Manufacturing",2007,3151
"1385","Louisiana","Lafourche",22057,"Trade~ Transportation~ and Utilities",2007,12075
"1386","Louisiana","Lafourche",22057,"Information",2007,272
"1387","Louisiana","Lafourche",22057,"Financial Activities",2007,2285
"1388","Louisiana","Lafourche",22057,"Professional and Business Services",2007,4222
"1389","Louisiana","Lafourche",22057,"Education and Health Services",2007,2673
"1390","Louisiana","Lafourche",22057,"Leisure and Hospitality",2007,2504
"1391","Louisiana","Lafourche",22057,"Other Services",2007,665
"1392","Louisiana","Livingston",22063,"Natural Resources and Mining",2001,108
"1393","Louisiana","Livingston",22063,"Construction",2001,1411
"1394","Louisiana","Livingston",22063,"Manufacturing",2001,1945
"1395","Louisiana","Livingston",22063,"Trade~ Transportation~ and Utilities",2001,3584
"1396","Louisiana","Livingston",22063,"Information",2001,129
"1397","Louisiana","Livingston",22063,"Financial Activities",2001,536
"1398","Louisiana","Livingston",22063,"Professional and Business Services",2001,678
"1399","Louisiana","Livingston",22063,"Education and Health Services",2001,1310
"1400","Louisiana","Livingston",22063,"Leisure and Hospitality",2001,1458
"1401","Louisiana","Livingston",22063,"Other Services",2001,523
"1402","Louisiana","Livingston",22063,"Natural Resources and Mining",2002,144
"1403","Louisiana","Livingston",22063,"Construction",2002,1426
"1404","Louisiana","Livingston",22063,"Manufacturing",2002,1510
"1405","Louisiana","Livingston",22063,"Trade~ Transportation~ and Utilities",2002,3906
"1406","Louisiana","Livingston",22063,"Information",2002,143
"1407","Louisiana","Livingston",22063,"Financial Activities",2002,601
"1408","Louisiana","Livingston",22063,"Professional and Business Services",2002,772
"1409","Louisiana","Livingston",22063,"Education and Health Services",2002,1476
"1410","Louisiana","Livingston",22063,"Leisure and Hospitality",2002,1635
"1411","Louisiana","Livingston",22063,"Other Services",2002,518
"1412","Louisiana","Livingston",22063,"Natural Resources and Mining",2003,203
"1413","Louisiana","Livingston",22063,"Construction",2003,1689
"1414","Louisiana","Livingston",22063,"Manufacturing",2003,1640
"1415","Louisiana","Livingston",22063,"Trade~ Transportation~ and Utilities",2003,3798
"1416","Louisiana","Livingston",22063,"Information",2003,132
"1417","Louisiana","Livingston",22063,"Financial Activities",2003,703
"1418","Louisiana","Livingston",22063,"Professional and Business Services",2003,1032
"1419","Louisiana","Livingston",22063,"Education and Health Services",2003,1351
"1420","Louisiana","Livingston",22063,"Leisure and Hospitality",2003,1871
"1421","Louisiana","Livingston",22063,"Other Services",2003,466
"1422","Louisiana","Livingston",22063,"Natural Resources and Mining",2004,225
"1423","Louisiana","Livingston",22063,"Construction",2004,1594
"1424","Louisiana","Livingston",22063,"Manufacturing",2004,1776
"1425","Louisiana","Livingston",22063,"Trade~ Transportation~ and Utilities",2004,3782
"1426","Louisiana","Livingston",22063,"Information",2004,120
"1427","Louisiana","Livingston",22063,"Financial Activities",2004,725
"1428","Louisiana","Livingston",22063,"Professional and Business Services",2004,996
"1429","Louisiana","Livingston",22063,"Education and Health Services",2004,1544
"1430","Louisiana","Livingston",22063,"Leisure and Hospitality",2004,1976
"1431","Louisiana","Livingston",22063,"Other Services",2004,503
"1432","Louisiana","Livingston",22063,"Natural Resources and Mining",2005,226
"1433","Louisiana","Livingston",22063,"Construction",2005,2209
"1434","Louisiana","Livingston",22063,"Manufacturing",2005,1838
